,SubDivName,medianPrSqFt_2000,medianHage_2000,medianHPrice_2000,medianPrSqFt_2005,medianHage_2005,medianHPrice_2005,medianPrSqFt_2010,medianHage_2010,medianHPrice_2010,medianPrSqFt_2015,medianHage_2015,medianHPrice_2015,medianPrSqFt_2020,medianHage_2020,medianHPrice_2020,subDivAge_2000,subDivAge_2005,subDivAge_2010,subDivAge_2015,subDivAge_2020
967,VALLEY STREAM,void,void,void,76.0,3.0,138369.0,93.695,8.0,184347.0,89.0,13.0,182107.5,116.0,18.0,222766.0,1.0,6.0,11.0,16.0,21.0
968,VILLAGE OF FOX RUN,void,void,void,89.0,3.0,22000.0,104.669,5.0,175229.5,95.0,10.0,158050.5,125.0,15.0,207193.0,void,void,4.0,9.0,14.0
969,W W NICHOLS,void,void,void,void,void,38240.0,89.594,6.0,133316.0,88.0,11.0,131279.0,111.0,16.0,165360.0,34.0,39.0,44.0,49.0,54.0
970,WESLYN,void,void,void,70.0,1.0,168940.5,86.71350000000001,6.0,211862.0,80.0,11.0,194731.0,96.0,16.0,233099.0,void,2.0,7.0,12.0,17.0
971,WESTLAKE POINT,void,void,void,106.5,1.5,248631.0,147.41299999999998,6.5,383956.5,147.5,11.5,383937.0,171.0,16.5,440832.0,void,3.0,8.0,13.0,18.0
972,WESTLAKE RESERVE,void,void,void,95.0,2.0,240912.5,126.532,6.5,330319.5,129.0,11.5,336694.0,142.0,16.5,373303.0,0.0,5.0,10.0,15.0,20.0
973,WOLF CROSSING TOWNHOMES,void,void,void,79.0,3.0,100782.0,91.23899999999999,8.0,116786.0,96.0,13.0,123092.0,124.0,18.0,158332.0,void,3.0,8.0,13.0,18.0
974,YARBOROUGH PARK,void,void,void,19.0,58.0,763002.0,189.18949999999998,2.0,263609.5,167.0,6.0,233420.0,233.0,7.0,329762.0,void,void,3.0,8.0,13.0
975,BISON COURT TOWNHOMES,void,void,void,void,void,void,97.98,3.0,129333.0,81.0,8.0,106830.0,126.0,13.0,166706.0,void,void,4.0,9.0,14.0
976,BLOUNT STREET COMMONS,void,void,void,void,void,void,147.216,112.0,643108.5,175.5,102.5,704979.5,162.0,90.0,659595.0,void,void,2.0,7.0,12.0
977,CLARIDGE,void,void,void,void,void,void,150.013,3.0,671231.0,174.0,4.0,617695.0,159.0,9.0,578456.0,void,void,4.0,9.0,14.0
978,CLEVES MCGHEE,void,void,void,void,void,void,95.874,37.0,140977.0,123.0,42.0,194651.0,void,void,void,15.0,20.0,25.0,30.0,35.0
979,CORNERSTONE PARK,void,void,void,void,void,void,117.447,8.0,197745.0,120.0,13.0,203350.0,153.0,18.0,246447.5,void,1.0,6.0,11.0,16.0
980,CORNERSTONE PARK,void,void,void,void,void,void,117.447,8.0,197745.0,120.0,13.0,203350.0,153.0,18.0,246447.5,void,4.0,9.0,14.0,19.0
981,DANIELS STREET TOWNHOMES,void,void,void,void,void,void,138.9785,3.0,264230.0,184.0,8.0,335500.0,230.0,13.0,417559.0,void,0.0,5.0,10.0,15.0
982,EBENEZER PARK,void,void,void,void,void,void,129.754,2.0,488619.5,129.0,7.0,499326.0,151.0,12.0,594247.0,void,void,3.0,8.0,13.0
983,ELLINGTON PLACE,void,void,void,void,void,void,147.43200000000002,9.0,174559.0,173.0,14.0,204700.0,259.5,19.0,307076.0,void,void,4.0,9.0,14.0
984,GLEN LAKE SOUTH,void,void,void,void,void,void,211.2715,3.0,763875.0,187.0,8.0,709081.0,220.5,13.0,811083.0,void,void,4.0,9.0,14.0
985,GLENWOOD CROSSING TOWNHOMES,void,void,void,void,void,void,124.42200000000001,3.0,202510.0,117.0,8.0,194142.0,158.0,13.0,263333.0,void,void,4.0,9.0,14.0
986,GLENWOOD NORTH TOWNHOMES,void,void,void,void,void,void,119.78299999999999,4.0,210614.0,115.0,9.0,208382.0,147.0,14.0,261870.0,void,0.0,5.0,10.0,15.0
987,GLENWOOD STATION TOWNHOMES,void,void,void,void,void,void,94.3965,2.0,220778.0,103.0,6.0,211260.0,140.5,11.0,270173.0,void,void,2.0,7.0,12.0
988,GREENBRIER TOWNHOMES,void,void,void,void,void,void,105.027,2.0,143819.0,98.0,6.0,129369.0,138.0,11.0,186210.5,void,void,3.0,8.0,13.0
989,GROVE PARK,void,void,void,void,void,void,77.976,70.0,93659.0,123.5,75.0,134223.5,164.5,80.0,184699.0,60.0,65.0,70.0,75.0,80.0
990,IVY HALL,void,void,void,void,void,void,143.74200000000002,3.0,249326.0,137.0,4.5,227628.0,161.0,9.5,267875.0,void,void,4.0,9.0,14.0
991,JAMISON'S RUN,void,void,void,void,void,void,94.19550000000001,3.0,229498.0,91.0,8.0,223783.0,117.0,13.0,285783.0,void,void,3.0,8.0,13.0
992,JEFFRIES GROVE,void,void,void,void,void,void,106.969,3.0,231288.5,152.0,2.0,443866.0,191.0,7.0,559323.0,void,void,3.0,8.0,13.0
993,KING CHARLES,void,void,void,void,void,void,100.664,4.0,199718.0,87.0,9.0,172469.0,98.0,14.0,195387.0,void,1.0,6.0,11.0,16.0
994,LEESVILLE ROAD,void,void,void,void,void,void,152.83100000000002,3.0,721577.0,156.5,4.0,558417.5,160.5,9.0,595514.5,void,void,4.0,9.0,14.0
995,LEESVILLE TOWNES,void,void,void,void,void,void,92.78299999999999,10.0,122288.0,89.0,15.0,116964.0,112.0,20.0,148238.0,0.0,5.0,10.0,15.0,20.0
996,LONG LAKE TERRACE TOWNHOMES,void,void,void,void,void,void,110.395,6.0,153627.0,115.0,11.0,159829.5,149.5,16.0,207995.0,void,3.0,8.0,13.0,18.0
997,NORTH RALEIGH MEADOWS,void,void,void,void,void,void,91.51700000000001,2.0,168940.0,97.0,4.5,177688.0,114.0,9.5,210040.0,void,void,3.0,8.0,13.0
998,NORTHRIDGE TRACE TOWNHOMES,void,void,void,void,void,void,117.64,3.0,184043.0,105.0,8.0,165013.0,136.0,13.0,215228.0,void,void,4.0,9.0,14.0
999,ONE FIFTY ST MARYS TOWNHOMES,void,void,void,void,void,void,175.335,11.5,230424.5,193.0,16.5,256543.0,268.0,21.5,354966.0,2.0,7.0,12.0,17.0,22.0
1000,PATS BRANCH,void,void,void,void,void,void,162.626,3.0,686016.0,150.5,6.0,643342.5,181.5,11.0,744694.0,void,void,4.0,9.0,14.0
1001,PEYTON HALL,void,void,void,void,void,void,85.08200000000001,2.0,219281.0,79.0,7.0,204282.5,100.0,12.0,258974.5,void,void,4.0,9.0,14.0
1002,PINECREST TOWNHOMES,void,void,void,void,void,void,91.4485,9.0,177728.0,91.0,14.0,176584.0,118.0,19.0,229368.0,0.0,5.0,10.0,15.0,20.0
1003,RAMBLEWOOD LANTERN,void,void,void,void,void,void,207.701,2.0,679529.5,168.0,1.0,412824.0,212.0,6.0,516301.0,void,void,3.0,8.0,13.0
1004,SPRINGDALE WOODS,void,void,void,void,void,void,void,void,64000.0,void,void,64000.0,void,void,void,22.0,27.0,32.0,37.0,42.0
1005,STONEHAVEN,void,void,void,void,void,void,150.7935,6.0,495951.0,125.0,10.5,430123.0,140.0,15.5,486557.5,void,3.0,8.0,13.0,18.0
1006,TENNYSON PLACE,void,void,void,void,void,void,131.7585,3.0,557265.0,133.0,6.0,471094.0,149.0,11.0,528504.0,void,void,3.0,8.0,13.0
1007,THE ESTATES AT BROOKHAVEN,void,void,void,void,void,void,129.1145,3.0,542823.5,158.0,3.5,634671.0,183.0,8.0,706364.0,void,void,3.0,8.0,13.0
1008,THE GLEN AT SPRING FOREST,void,void,void,void,void,void,108.773,3.0,285904.0,94.0,2.0,228336.0,112.0,7.0,272347.0,void,void,4.0,9.0,14.0
1009,THE TOWNES AT CRABTREE,void,void,void,void,void,void,122.709,3.0,288999.0,119.0,8.0,279207.0,147.0,13.0,343304.0,void,void,4.0,9.0,14.0
1010,TOWNES AT UMSTEAD,void,void,void,void,void,void,110.74799999999999,3.0,184410.0,103.0,8.0,181573.0,130.5,13.0,228792.0,void,0.0,5.0,10.0,15.0
1011,TOWNHOMES,void,void,void,void,void,void,126.86,8.0,220737.0,139.0,13.0,242401.0,154.0,18.0,290667.0,void,4.0,9.0,14.0,19.0
1012,TRENTON PLACE,void,void,void,void,void,void,189.6635,3.0,813824.0,217.0,9.0,789239.0,226.0,13.0,915742.0,void,void,4.0,9.0,14.0
1013,TRILLIUMS PLACE,void,void,void,void,void,void,180.206,6.0,282022.0,182.0,11.0,285185.0,226.0,16.0,354660.0,void,4.0,9.0,14.0,19.0
1014,UMSTEAD VILLAGE,void,void,void,void,void,void,107.029,12.0,185190.5,108.0,17.0,183744.0,142.0,22.0,243221.0,4.0,9.0,14.0,19.0,24.0
1015,WELLINGTON COMMONS,void,void,void,void,void,void,149.173,9.0,344029.5,147.0,14.0,357934.0,151.5,19.0,377183.5,0.0,5.0,10.0,15.0,20.0
1016,WESTCHASE,void,void,void,void,void,void,138.721,2.0,506844.0,145.5,6.0,501470.5,157.5,11.0,541942.0,void,void,3.0,8.0,13.0
1017,WILDERS RIDGE,void,void,void,void,void,void,114.494,8.0,291584.0,114.0,13.0,291564.5,134.0,18.0,343228.0,3.0,9.0,14.0,19.0,24.0
1018,BRANDEMERE,void,void,void,void,void,void,void,void,void,100.0,2.0,214417.0,116.5,7.0,252416.5,void,void,void,4.0,9.0
1019,BRANDON STATION,void,void,void,void,void,void,void,void,void,153.5,36.5,275675.5,181.0,41.5,325785.5,22.0,27.0,32.0,37.0,42.0
1020,GLENLAKE GARDENS,void,void,void,void,void,void,void,void,void,147.5,2.0,400852.0,196.0,7.0,531348.5,void,void,void,3.0,8.0
1021,HAYWOOD,void,void,void,void,void,void,void,void,void,199.0,1.0,713445.0,204.5,5.0,818065.5,void,void,void,void,void
1022,JASMINE RIDGE,void,void,void,void,void,void,void,void,void,97.0,3.0,178623.5,114.0,8.0,211636.0,void,void,3.0,8.0,13.0
1023,LYNWOOD BLUFF TOWNHOMES,void,void,void,void,void,void,void,void,void,127.0,2.0,181523.0,163.0,6.0,238565.0,void,void,0.0,5.0,10.0
1024,PEACE STREET TOWNES,void,void,void,void,void,void,void,void,void,230.0,1.0,272450.0,299.0,6.0,362750.0,void,void,void,1.0,6.0
1025,PLEASANT PINES,void,void,void,void,void,void,void,void,void,147.0,47.0,723728.0,169.0,52.0,834506.0,void,void,1.0,6.0,11.0
1026,PURRINGTON PH1,void,void,void,void,void,void,void,void,void,169.0,0.0,869180.0,208.0,4.5,918175.0,void,void,void,2.0,7.0
1027,SPRINGDALE ESTATES,void,void,void,void,void,void,void,void,void,113.0,41.0,299118.0,136.0,46.0,359163.0,22.0,27.0,32.0,37.0,42.0
1028,STONEHENGE MANOR,void,void,void,void,void,void,void,void,void,204.0,0.0,495202.0,181.5,3.0,602032.0,void,void,void,void,void
1029,STONEHENGE PARK,void,void,void,void,void,void,void,void,void,177.0,3.0,572193.0,187.0,8.0,598412.5,void,void,0.0,5.0,10.0
1030,THE HAMPTONS AT UMSTEAD,void,void,void,void,void,void,void,void,void,180.0,2.0,729222.5,209.0,7.0,840857.0,void,void,2.0,7.0,12.0
1031,THE RESERVE AT BROOKHAVEN,void,void,void,void,void,void,void,void,void,112.0,47.5,347776.0,189.0,3.0,650149.5,void,void,void,void,void
1032,THE RETREAT AT RALEIGH,void,void,void,void,void,void,void,void,void,113.0,3.0,208624.0,void,void,void,void,void,void,4.0,9.0
1033,WALNUT TERRACE REDEVELOPMENT,void,void,void,void,void,void,void,void,void,142.0,1.0,185842.0,void,void,void,void,void,void,3.0,8.0
1034,WELDON RIDGE,void,void,void,void,void,void,void,void,void,166.0,2.0,656286.0,189.5,7.0,772997.5,void,void,2.0,7.0,12.0
1035,WESTERLY,void,void,void,void,void,void,void,void,void,90.0,6.0,303769.0,122.0,11.0,410978.0,19.0,24.0,29.0,34.0,39.0
1036,WESTLAKE AT COUNTRY TRAIL,void,void,void,void,void,void,void,void,void,181.0,17.0,411980.0,197.0,2.0,674974.0,void,void,void,1.0,6.0
1037,WIMBLEDON,void,void,void,void,void,void,void,void,void,161.0,1.0,483049.0,179.0,3.0,518326.0,void,void,void,void,void
1038,TWO COURTS,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,21.0,26.0,31.0,36.0,41.0
1039,UMSTEAD CROSSING,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,6.0,11.0,16.0,21.0,26.0
1040,BETHEL PARK,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,2.0,7.0,12.0
1041,GABRIELS BEND,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void
1042,PURRINGTON PH2,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,1.0,6.0
1043,TERRACE PARK,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,11.0,16.0,21.0,26.0,31.0
1044,SANDY LAND VILLAGE,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,41.0,46.0,51.0,56.0,61.0
1045,MARY G JOHNSON,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,12.0,17.0,22.0,27.0,32.0
1046,SOUTHALL,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,10.0,15.0,20.0,25.0,30.0
1047,A C BAREFOOT,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,19.0,24.0,29.0,34.0,39.0
1048,REBEL ACRES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,36.0,41.0,46.0,51.0,56.0
1049,MAYBROOK FOREST,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,4.0,9.0,14.0
1050,SPRINGDALE GARDEMS,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,19.0,24.0,29.0,34.0,39.0
1051,ALANDA,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,26.0,31.0,36.0,41.0,46.0
1052,EMERALD POINT TOWNHOMES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,12.0,17.0,22.0,27.0,32.0
1053,AUGUSTA CROSSINGS,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,4.0,9.0,14.0
1054,KATE LAND,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,4.0,9.0,14.0,19.0,24.0
1055,AZTEC PARK,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,19.0,24.0,29.0,34.0,39.0
1056,TRAEMOOR MANOR,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,1.0,6.0,11.0,16.0,21.0
1057,HERITAGE MANOR PH6&7,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,0.0,5.0,10.0,15.0
1058,ARBOR CHASE,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,1.0,6.0,11.0
1059,LANDFALL,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,22.0,27.0,32.0,37.0,42.0
1060,HERITAGE MANOR,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,1.0,6.0,11.0,16.0,21.0
1061,HERITAGE MANOR,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,0.0,5.0,10.0
1062,HERITAGE MANOR,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,1.0,6.0,11.0
1063,HERITAGE MANOR,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,1.0,6.0,11.0
1064,LITCHFORD TOWNES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,1.0,6.0,11.0,16.0,21.0
1065,SUMERSET ACRES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,38.0,43.0,48.0,53.0,58.0
1066,CURTIS DRIVE,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,3.0,8.0,13.0,18.0
1067,TANGLEWILD,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,23.0,28.0,33.0,38.0,43.0
1068,MASOTA,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,19.0,24.0,29.0,34.0,39.0
1069,LOST VALLEY,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,23.0,28.0,33.0,38.0,43.0
1070,STRAWNS CROSSING,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,5.0,10.0,15.0,20.0,25.0
1071,M T WILLIFORD,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,37.0,42.0,47.0,52.0,57.0
1072,W C MAYNARD,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,3.0,8.0,13.0,18.0
1073,LOOP ROAD,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,20.0,25.0,30.0,35.0,40.0
1074,THE OASIS,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void
1075,7703 RAY ROAD,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void
1076,TRAWICK DALE,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,41.0,46.0,51.0,56.0,61.0
1077,FARRINGTON GROVE TOWNHOMES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,0.0,5.0,10.0,15.0,20.0
1078,FARRINGTON GROVE TOWNHOMES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,0.0,5.0,10.0,15.0
1079,WILL O DEAN,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,22.0,27.0,32.0,37.0,42.0
1080,AUGUSTA CROSSING,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,3.0,8.0,13.0
1081,ILDA RAY HARRISON,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,20.0,25.0,30.0,35.0,40.0
1082,DUPREE ACRES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,37.0,42.0,47.0,52.0,57.0
1083,ANNIE WILSON,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,11.0,16.0,21.0,26.0,31.0
1084,RICHLAND ESTATES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,28.0,33.0,38.0,43.0,48.0
1085,GARDENS OF ALYSON POND,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,5.0,10.0,15.0,20.0,25.0
1086,OLEY BRIDGES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,42.0,47.0,52.0,57.0,62.0
1087,EDGAR D BAKER,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,17.0,22.0,27.0,32.0,37.0
1088,SENDERO,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,24.0,29.0,34.0,39.0,44.0
1089,MBCB,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,6.0,11.0,16.0,21.0,26.0
1090,TRAEMOOR VILLAGE,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,0.0,5.0,10.0,15.0,20.0
1091,CANADERO,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,28.0,33.0,38.0,43.0,48.0
1092,REEDHAM OAKS III,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,7.0,12.0,17.0,22.0,27.0
1093,WILDWOOD ESTATES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,27.0,32.0,37.0,42.0,47.0
1094,JAMES W DICKENS,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,44.0,49.0,54.0,59.0,64.0
1095,UMSTEAD GLEN,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,0.0,5.0,10.0,15.0,20.0
1096,BELMONT,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,4.0,9.0
1097,ELLIS PROPERTY,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,20.0,25.0,30.0,35.0,40.0
1098,GRAYSON,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,4.0,9.0,14.0,19.0
1099,EASTWINDS AT PINECREST,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,3.0,8.0,13.0,18.0,23.0
1100,WAYNE TIMERLAKE,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void
1101,THE NEW AMERICAN HOME,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,2.0,7.0,12.0
1102,KENT HUNDRED,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,22.0,27.0,32.0,37.0,42.0
1103,HOOKER FAMILY,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,38.0,43.0,48.0,53.0,58.0
1104,RURAL ACRES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,23.0,28.0,33.0,38.0,43.0
1105,BUENA VISTA,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,35.0,40.0,45.0,50.0,55.0
1106,EDWARD L MOSLEY,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,6.0,11.0,16.0,21.0,26.0
1107,ALYSON POND,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,9.0,14.0,19.0,24.0,29.0
1108,BARRINGTON WOODS,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,34.0,39.0,44.0,49.0,54.0
1109,NORTHWEST WOODS,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,18.0,23.0,28.0,33.0,38.0
1110,REMINGTON,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,3.0,8.0,13.0,18.0,23.0
1111,COUNTRY TRAILS ESTATES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void
1112,WENTWORTH PARK,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,7.0,12.0,17.0,22.0,27.0
1113,BROOKHAVEN PLACE,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,2.0,7.0
1114,STEEPLECHASE,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,18.0,23.0,28.0,33.0,38.0
1115,HAYWOOD REVISION,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void
1116,FERNWOOD,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,22.0,27.0,32.0,37.0,42.0
1117,GRESHAM PARK,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void
1118,FOREST ACRES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,62.0,67.0,72.0,77.0,82.0
1119,GRESHAM PLACE,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void
1120,SOUTH PARK,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,75.0,80.0,85.0,90.0,95.0
1121,BROOKHAVEN ESTATES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void
1122,STABLEGATE,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,8.0,13.0,18.0,23.0,28.0
1123,MAYBROOK CROSSINGS,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,3.0,8.0,13.0,18.0
1124,THE RIDGES OF MAYBROOK,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,3.0,8.0,13.0
1125,WETHERBURN,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,16.0,21.0,26.0,31.0,36.0
1126,ANSLEIGH,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,3.0,8.0,13.0,18.0,23.0
1127,DOWLING RIDGE,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,4.0,9.0,14.0
1128,WETHERBURN WOODS,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,13.0,18.0,23.0,28.0,33.0
1129,MARKWOOD,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,41.0,46.0,51.0,56.0,61.0
1130,COUNTRY RIDGE ESTATES,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,21.0,26.0,31.0,36.0,41.0
1131,BOURNEMOUTH HEIGHTS,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,23.0,28.0,33.0,38.0,43.0
1132,EVANS MILL,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,8.0,13.0,18.0,23.0,28.0
1133,ROBERT D KING,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,20.0,25.0,30.0,35.0,40.0
1134,MONTAGUE,void,void,void,void,void,void,void,void,void,void,void,void,void,void,void,40.0,45.0,50.0,55.0,60.0
